username,comment,time,likes,sentimen,
@theaerogr,It's a disruption in pricing for sure.,7 hari yang lalu,0,0,
@cjt208,Did you AI yourself for this video?,8 hari yang lalu,0,0,
@pushingpandas6479,5s video with audio on will cost $3.75. Fal VEO,9 hari yang lalu,0,-1,
@Colin-65fg7,Anyone else get stuck on the Get http request? I noticed his video jumped ahead and his api key changed so not sure how to resolve this,8 hari yang lalu,0,0,
@KenCsurilla,The goal is to turn it into an app or automate it. Make it client side,6 hari yang lalu,1,1,
@Aced.Visuals, @KenCsurilla gotcha!,5 hari yang lalu,0,1,
@Itssssss_Jack,Yessss sir 🤙,10 hari yang lalu,0,0,
@Itssssss_Jack,"Hi everyone, yes we've got videos just like this. What specifically do you have in mind with this use case?",10 hari yang lalu,0,0,
@Itssssss_Jack,"Yes, Broski, it can🤙",8 hari yang lalu,1,1,
@Itssssss_Jack,"Very, very cool. A SUPER disruptive technology.",10 hari yang lalu,0,1,
@Itssssss_Jack,"Hey Broski which part isn’t working, did you enter the GET curl?",8 hari yang lalu,0,0,
@Colin-65fg7, @Itssssss_Jack I typed it all out and it couldn’t import the curl so I manually did it. I manually did it for the post request as well and that worked so not sure why the GET request wouldn’t work the same,8 hari yang lalu,0,,
@Itssssss_Jack," @Colin-65fg7  curl -X GET ""https://queue.fal.run/fal-ai/veo3/requests/YOUR_REQUEST_ID"" \ -H ""Authorization: Key YOUR_FAL_KEY""",8 hari yang lalu,0,0,
@Colin-65fg7," @Itssssss_Jack  this imported correctly but i am still getting this message ""Your request is invalid or could not be processed by the service""",8 hari yang lalu,0,-1,
@Itssssss_Jack, @Colin-65fg7 you need to add your ID at the end of the req from the previous module 💙,8 hari yang lalu,0,0,
@Colin-65fg7, @Itssssss_Jack I did that and have my api key. Everything is formatted the way your video shows but it says my request is invalid😢,8 hari yang lalu,0,-1,
